Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie,overview
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,jake blue jail team brother elwood god raise fund orphanage grow thing best play music get band together way get bit trouble
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,woman continue journey adulthood begin sisterhood traveling pant now year later friend embark path year college summer remain touch share experience
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,sparrow face choir newly appoint director vi rose hill group direction head competition
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,freeman hip londoner day realize friend involve responsibility life leave alone cold pass father start meet string mum confident ability leave behind start ask commitment will hope bachelorhood interrupt meet marcus way opposite
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,man eat creature game warden team paleontologist new york find beast add mix philanthropist penchant crocs go lake suddenly focus search crocodile taste animal people
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,slevin mistakenly put middle war city boss watch slevin try get kill assassin come idea get dilemma film twist turn
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,chronicle mercury astronaut formation america space program alan shepherd american space gu grissom astronaut nothing work plan john glenn scout bunch orbit earth remain pilot deke slayton scott carpenter wally schirra
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,set backdrop succession queen elizabeth essex rebellion story advance theory fact edward de vere earl oxford pen shakespeare play
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hide bully school boy discover land fantasia book call neverending story book tell tale atreyu warrior help luck dragon name falkor save fantasia destruction nothing
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,man struggle memory past include wife remember world sun run being power seek soul human
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,chronicle life century aristocrat georgiana duchess devonshire revile life
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dorothy save experiment girl find back land dream make friend enemy
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newton brother farmer family willis day realize future field offer brother become bank robber soon family agree become robber year later execute train robbery history
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,year worker emily jenkins believe see meet lilith girl parent emily fear confirm parent try harm child emily assume custody lilith look family however emily soon find force surround seemingly girl try protect lilith horror encounter
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,killer fbi agent sifts clue learn bloodthirsty felon victim choice killer
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fiction writer consider adopt abandon boy say really mar
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,year film os become world spy agency spy kid department become defunct spy marissa jessica alba throw back action stepchild timekeeper jeremy piven attempt take world order save world rebecca rowan blanchard cecil mason cook team hat stepmother carmen juni also grow provide gadget
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tv host lee gate producer patty put situation irate investor take studio
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,elmo mcelroy master chemist head england sell formula concoction guarantee take state mcelroy product deliver feeling time thrill pleasure history plan quick score go comically awry get stick liverpool escort become entangle web
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,police officer suffer debilitate stroke assign program include sing lesson drag door
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,trainee fbi profiling program put training practice discover killer midst
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,course week hollywood movie producer ben robert de niro navigate way water struggle complete project demanding studio bos catherine keener demand change movie star sean penn chief greenlight project star bruce willis shave beard meanwhile ben try reconcile wife maintain relationship daughter
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,film set france defeat german early world war ii armistice sign effectively split france part north part become know vichy france reality vichy government puppet regime control german part agreement vichy government assist jew france government form police force call milice work german
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,world war country soldier name tamino send queen night rescue daughter pamina clutch supposedly sarastro seem
1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,paul blart kevin james always dream become state trooper patrol mall security guard closely moustache transporter attitude blart seem take job seriously change team thug raid mall take hostage untrained target blart become cop save day
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mother daughter bicker everything anna wear like want turn anna detest te fiancé fortune cookie switch personality get peek person feel think life
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,andy stitzer life apartment job stamp invoice electronics store age thing andy do really bother andy still virgin determine help andy get lay guy make mission seem andy meet business owner trish mom
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,young shakespeare force stage comedy romeo ethel pirate daughter even write lovely audition role fall love play find life title relationship progress shakespeare comedy soon transforms tragedy
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,investigator matthew scudder hire drug kingpin find kidnap murder wife
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cop john kimble get bargain go undercover kindergarten teacher get good drug lord time protect man son pit class moppet antic try patience test mettle kimble meet match way
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,stoner dealer force go run police pothead witness commit murder
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,century woman danielle possess love book easily quote sir thomas more utopia mix athleticism beauty charm capture heart prince bean apple
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,gunslinger force take arm cattle crew threaten lawman
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,student want find life death plan stop heart second thus simulate death bring person back life science fiction thriller star stud cast
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,tell story operation market garden a fail attempt ally stage wwii end war quickly secure bridge holland allow access rhine germany combination intelligence presence panzer division mean part operation bridge arnhem rhine doom failure
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,attend funeral grandmother dallas lux atlantic hotel manager lisa wait flight miami due weather flight delay meet airport bar jack rippner also wait list sit together plane jack reveals want lisa change room lux politician facilitate attempt otherwise lisa father kill hit man lisa decide menace man side
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,kimberly premonition highway pileup block freeway keep others mean die survivor mysteriously start die kimberly stop
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,south escape convict search treasure lawman pursue journey come character situation base homer
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,god lose faith humankind send legion angel bring apocalypse humanity hope survival lie group stranger trap diner archangel michael
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,daniel lugo manager sun gym miami decide way achieve version dream extortion achieve goal recruit muscleman paul adrian accomplice fail attempt abduct businessman victor kershaw convince sign asset kershaw make authority believe story
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,dan foreman advertisement sale executive publication takeover result place supervisor carter duryea age matter make worse dan supervisor become romantically involve daughter college student alex
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,zak gibbs challenge find way buy car discover wristwatch father invention slip something happens world seem come stop everything everybody freeze time zak quickly learn manipulate device friend francesca start fun
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,hero cross path journey town silverado little know town family friend reside take sheriff posse foursome save day first break jail learn friend
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,helicopter go tour duty afghanistan marine sam cahill presume back home brother tommy step look sam wife grace child sam surprise homecoming trigger mayhem
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gadget action excite chase wisecrack handler derek anthony anderson cody retrieve device world leader fall control villain
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,life couple single new york intertwine course new year eve
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,man plunge life subterfuge deceit identity pursuit fatale heart never quite grasp
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,account day edgar allan poe life poet pursuit killer murder mirror writer story
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,u president gene hackman retire term office return hometown mooseport maine decide run mayor candidate ray romano
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,start century connor mcleod christopher lambert training swordsman sorcerer nakano mako immortal name kane mario van peebles kill wizard battle leave bury cave kane resurfaces century create havoc mcleod stop
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,man fail father husband commits heist make money fledging business thing become complicate wife interferes
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,base somewhat authentically grimm brother story woman stepmother film include talk mirror apple gold diamond miner cute take place time crusade depict attitude wealthy peasant class
0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,cw briggs insurance investigator success betty ann fitzgerald employee company work task reorganize office like think night rest office employee go watch voltan magician secretly hypnotize
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,town get nail accidentally lodge head cause behavior lead washington dc spark fly meet clueless senator take cause happen love interfere stand
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sandy rick send mom coral key island florida key spend summer uncle porter rick sandy dislike everything environment friend come life dolphin name flipper bring uncle nephew together lead sandy summer adventure lifetime
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,extremely man die cancer undergo procedure transfer consciousness body man everything seem start uncover mystery body origin organization kill keep secret
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,justin quayle diplomat always go work quietly cause problem wife tessa kill becomes determine find thrust middle conspiracy
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passion christ film hour life jesus director mel gibson receive criticism critic audience depiction focus violence christ suffer especially part community film language arabic latin hebrew actor layman controversially receive well
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,love dad daniel hillard estrange exasperate spouse crush court order allow visit kid daniel learn ex need housekeeper get job disguise nanny become child pal kind parent start
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yuppie charlie babbitt father leave fortune brother raymond pittance charlie travel
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,walt kowalski widower hold prejudice change michigan neighborhood world kowalski grumpy man get kid neighbor war veteran possession gran torino keep mint condition neighbor thao hmong teenager pressure gang member cousin try steal gran torino kowalski set reform youth drawn life thao family kowalski soon take step protect gang infest neighborhood
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,love hate question george bush figure memory w take viewer bush life struggle triumph find wife faith course day lead bush decision invade iraq
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,vacation friend paris girl kidnap gang trafficker intent sell force prostitution work clock father pull stop save year possibly job handle
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pair school sweetheart reunite year return visit hometown
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,secret service agent grudgingly take assignment protect pop idol threaten fan bodyguard diva totally long tension spark firework sort guy tear duty romance
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,story oskar schindler save life nazi work slave factory world war ii
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aibileen clark maid spend life raise child recently lose son minny jackson maid often offend employer family struggle money need job eugenia skeeter phelan woman recently move back home graduate college find childhood maid mysteriously disappear story intertwine explain life jackson mississippi revolve help always keep distance line
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,look relationship wikileaks founder julian assange supporter colleague daniel website growth influence lead rift friend
0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,mystery guest honor opening coolsville museum criminology villain show creates havoc steal costume gang villain nemesis scientist jonathan jacobo return try recreate foe
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,early century cartographer jonathan green undertake voyage europe east have pass transylvania cross mountain find village lose wood nothing chance fog bring place people live resemble people traveler saw villager dug moat fend rest world share belief save evil fail understand evil make soul wait opportunity gush world
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,freddy krueger devise plan manipulate jason vorhees hack teenager elm street effort make people remember name freddy krueger thus free limbo
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,journalist filmmaker chase story murder suspect
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,jimmy neutron genius way ahead friend come behind day parent parent earth kidnap alien lead child world rescue parent
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,new yorkers throw friend party night monster size descend city tell point view video camera film document attempt survive horrify event life
1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,turtle shredder battle time cannister ooze create turtle shredder want create army mutant
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,young treasury agent elliot ness arrive chicago determine take al capone go capone police pocket ness meet jimmy malone patrolman probably force ask malone help get capone malone warn go capone go war
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,llewelyn moss stumble body hoard heroin texas desert killer anton chigurh come look sheriff ed tom bell hot trail role prey predator blur pursuit money justice collide
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,year security guard ben try show apd detective james junkie james sister angela ben finally get accept academy think earn policeman respect asks blessing marry angela know ride along demonstrate ben take take care sister james invite shift design scare hell trainee night lead criminal city james find partner mouth bullet speed
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,bridget jones meet lawyer soon enter world imperfection
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,liberation chocolate mother daughter move town open chocolate shop town morally represent indulgence group boat gypsy float river prejudice mayor lead crisis
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,elle wood eternally fashionably famously blonde harvard law grad get fire law firm opposition animal testing take fight washington aide congresswoman victoria rudd push bill ban test building doorman advise get way hill
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,artie diane agree look grandkids helicopter parent need leave town work problem arise kid behavior collides artie diane method
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,emma doctor set seemingly arrangement offer friend adam relationship rule string attach fling become thing sex friend stay friend
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,marshal wyatt earp gunfighter join brother morgan virgil pursue fortune thriving mining town tombstone earp force badge get help doc holliday gang renegade brigand rustler begin terrorize town
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,war gang family chinese maneuver brag right oakland california dock hang sing trish trail deceit leave faction
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,immediately miscarriage u diplomat robert thorn adopt damien knowledge wife know son son devil horror film gregory peck
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,student premonition rollercoaster ride save life death seek escape fate
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,marine sergeant logan thibault return tour duty iraq thing credit keep photograph find woman even know learn name beth live show door end take job kennel mistrust complication life romance develop give logan hope beth much luck charm
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,jesse aaron train summer become runner school newcomer leslie burke outrun everyone else difference include city girl country boy become friend together create terabithia land monster troll ogre giant rule king queen
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,find neverland drama story peter pan neverland come slump play writer barrie meet sylvia child soon become part barrie life inspiration lead create masterpiece peter pan
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,madea dispense form holiday spirit town coax help friend pay daughter surprise visit country christmas
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,oil drilling team struggle survive plane crash strand wild alaska hunt pack wolf see intruder
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,david callaway try piece together life wake wife suicide leave raise daughter emily david first amuse discover emily create friend name long develop sinister side david struggle daughter grow problem come frighten realisation figment emily imagination
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,san diego anchorman ron burgundy dog tv change reporter veronica corningstone arrive employee station
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,story henry hill brooklyn kid adopt neighbourhood gangster age climb rank mafia family guidance jimmy conway
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,recruit government agent teenager cody bank get cute classmate natalie order learn plan hatch father agent persona cody struggle angst
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,widower cedric brown colin firth hire nanny mcphee emma thompson care child chase away nanny taunt simon thomas sangster sibling nanny mcphee use power instill discipline child benefactor lady adelaide stitch angela lansbury threaten separate kid family pull together guidance nanny mcphee
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,get card exchange assassinate government official tony montana stake claim drug trade miami viciously murder anyone stand way tony eventually become drug lord state control nearly cocaine come miami pressure police war drug cartel paranoia serve fuel flame downfall
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,advertising executive nick beame learn wife sleep employer state despair encounter bumbling thief carjacking go awry nick take joyride businessman crook strike partnership develop scheme turn criminal area appreciate competition
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,history pu yi emperor china birth reign forbidden city object worship people abdication decline lifestyle exploitation invade finally existence worker people republic
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,run afoul drug lord family man chris farraday turn skill abandon long ago smuggle repay debt job go farraday find want cop crook killer alike
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,money talk comedy film direct brett ratner seek police criminal huckster make deal tv newsman protection
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ruthless oil prospector daniel plainview learn land california buy cheaply move operation begin manipulate exploit landowner sell property use adopt son project image care family man plainview gain cooperation almost local promise build school cultivate land make community flourish time plainview accumulation wealth power cause self surface begin slowly alienate everyone life
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,eliza debbie sister always get along relationship put test debbie life danger eliza give power talk animal
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,rugrats go wild crossover animate film nickelodeon television series rugrats wild film produce klasky csupo release theater june paramount picture nickelodeon movie also make rugrats series finale show production currently rugrats movie production rugrats go wild stand rugrats film nickelodeon film crossover crossover film primarily rugrats movie plot focus rugrats family vacation take detour boat capsizes become shipwreck island jungle backyard baby reace wildly adventure discover someone else island wild thornberrys island adventure
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,organization fight organization man defend value people north america candidate warren boutwell behave strangely campaign undercover brother hire work undercover man find happen candidate
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,friend tibby lena carmen amp bridget buy pair pant fit differing size make wear feel face prospect spend summer apart pal decide swap pant girl turn enjoy magic
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,liu jian police officer come paris arrest drug lord betray officer frame murder go hiding find ally
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,shelley live life get playboy mansion nowhere go fate delivers sorority girl zeta alpha zeta sign pledge class socially woman lose house scheme girl phi iota mu order accomplish goal need shelley teach way makeup men time shelley need zeta sense individuality combination lead girl learn stop pretending start
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,think hear barbershop hear anything yet woman get chance shampoo shine speak mind beauty shop
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,effort save career sport agent jb bernstein jon hamm dream game plan find major league baseball pitcher pool cricket player india soon discover men throw fastball know nothing game baseball america touch journey change especially jb learn lesson teamwork commitment family
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seemingly community war pain suffering difference choice boy choose learn man pain pleasure world
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,girl daphne head europe search father never meet instead find version mother learn love mom life politician problem dad engage fiercely climber daughter make daphne life miserable
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,horrify day gorge flesh creature know creeper embark feeding frenzy terrorize group varsity basketball player cheerleader coach strand highway bus break group force come together battle creature complete
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,curse childhood dentist charlie kagan find woman even learn find love man meet relationship end hearing charlie reputation charm woman line tryst charlie meet woman dream find way break curse risk lose man meet
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gang leader tony pull diamond heist crew ling know loot responds kidnap tony daughter hold ransom unfortunately tony lose diamond well frantically search daughter jewel tony pair government agent work ling seek revenge
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hour story woman search life time place link yearning fear story intertwine finally come together moment share recognition
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,viola johnson jam complication threaten scheme pose twin brother sebastian take place school fall love roommate duke love olivia fall enough viola twin return london ahead schedule idea sister already replace campus
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,bean win trip cannes unwittingly separate boy father help reunite way discover france bicycle love thing
1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,blood flower hold secret life fortune company find lead soldier fortune expedition deep jungle borneo locate bring back sample plant battle way explorer brave insect crocodile savage headhunter unaware stalk even danger nest anaconda stop nothing protect breeding ground blood orchid home
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,brother side law face organize crime brooklyn
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drama tale element orphan prodigy use gift clue find birth parent
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,story ascension throne reign queen elizabeth first endless attempt council marry catholic hatred romance lord robert dudley
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,chucky hook doll tiffany route murder spree host
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,summer united state japan seem brink war embargo fail diplomacy come end tora tora tora name code word use pilot indicate surprise american cover day lead attack pearl harbor plunge america world war
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,film follow spice girl entourage mostly character manager clifford assistant deborah filmmaker pier try shoot documentary spice girl others life
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,noah kind sitter take sit gig rather anything else especially involve slack noah watch neighbor kid get booty call girlfriend city hook noah take street adventure spin control find run drug lord
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,street dancer thomas uncle side track bond megan white help duo realize dream enter mother dance battle
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,frame murder wife lover upstanding banker andy dufresne begin life shawshank prison put accounting skill work warden stretch prison dufresne come admire inmate include prisoner name red integrity sense hope
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,settle town walkabout creek son mick crocodile dundee throw loop los angeles newspaper offer honey job family migrate back united state croc son soon find learn lesson life inadvertent
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bowler roy munson swindle crowd leave hook hand settle obscurity uncover thing kid name ishmael so corrupt hopelessly hit circuit intent settle score big ern
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,literature professor jim bennett lead life gambler always bennett bet borrow gangster offer life collateral stay step ahead pit creditor operator gamble ring garner attention frank loan shark relationship student deepen bennett risk everything chance
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,look life woman weston family path diverge family crisis bring back midwest house grow woman raise
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,help coach parent boy drive zamboni machine nothing stop casey trachtenberg realize dream champion figure skater
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,flight los angeles new york oliver emily make connection decide poorly suit together year however time time go acquaintance close friend lover
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,inspire event eddie eagle story michael eddie edward taron egerton never stop believe even nation count help coach play hugh jackman eddie take establishment win heart sport fan world make showing calgary winter olympics
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,basketball player father try convince go college get sentence
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,john arnold demarco man believe don juan lover world clad cape mask demarco undergo treatment jack mickler cure delusion session effect staff profoundly dr mickler rekindle romance complacent marriage
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,sergeant john tyree home week leave germany meet savannah dive ocean retrieve savannah purse fall pier john fall love savannah student spring break help build house habitat humanity romance occurs savannah fall deeply love john promise write john overseas return
1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tale cross revenge center member special force unit send jungle search mission jensen roque pooch cougar target betrayal instigate inside enemy know max presumed group make plan even score join aisha agenda work together remain undercover track max ruthless man bent embroil world war
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,girl send live father discovers creature home want claim
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fbi agent jack crawford revenge partner kill clue point assassin rogue rogue turn year later take care business trigger clash gang truth come dust settle remain standing
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,owner get harmonium embarks journey woman
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,scott learn berlin woman friend embark trip europe
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,movie tell story man go undercover prison find information help prosecute kill wife stumble plot involve inmate stash gold
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,kid snow airport christmas eve learn lesson friendship launch bid get back family outsmart airport official want keep ground
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kid kansa move new york work magazine get catch world drink drug start decline hope cousin drink partner pull
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,geppetto creation come magically life puppet pinocchio desire become boy someday order accomplish goal learn act responsibly film show adventure learn lesson
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,biopic francis ouimet defeat golfing idol u open champion harry vardon
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,norma arthur lewis couple child receive wooden box gift bear consequence stranger deliver message box promise bestow owner press button however press button simultaneously cause death somewhere world someone know hour box possession norma arthur find dilemma face nature humanity
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,group friend holiday take turn tourist embark dig jungle something live ruin
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,friend woman abbie man robert decide child together year later abbie fall love man want move away robert boy sam custody battle ensues
0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,killer return hometown stalk child share birthday date allegedly put rest
